Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
Carlos Correa,MIN,28,5,21,22,5,4,1,0,0,2,2,1,0,5,0,0,0,0,0,0,.238,3,9,4,1,80,26,54,0,0,0,4.5%,22.7%,0.20,.273,.286,.558,.048,.313,0.33,25.0%,18.8%,56.3%,11.1%,0.0%,0.0%,0.0%,.250,-1.3,1,-1.2,0.9,0.7,0.2,0.5,0.1,$0.4,1.6,53,-0.23,-0.38,0.15,-1.19,-0.11,0.82,,0,-0.18,-0.10,46.3%,93.7,36.3%,83.2,5.0%,86.3,6.3%,76.4,6.3%,86.8,,,,,,,-0.3,-0.3,-0.5,0.0,-0.1,,,-0.72,-1.18,-12.54,0.05,-1.27,,,30.2%,59.5%,43.8%,69.2%,86.4%,80.0%,46.3%,63.6%,8.8%,0.0,30.0%,,3.8%,,,16.3%,37.5%,6.3%,,,6.3%,,,,94.4,,85.8,,,92.3,83.3,76.2,,,86.8,,,-3.9,,3.9,,,-10.0,5.1,3.8,,,-9.1,,,9.1,,1.7,,,5.7,1.3,-8.1,,,4.2,,,-0.2,,-0.3,,,-0.1,-0.6,0.0,,,-0.1,,,-0.87,,-9.25,,,-0.68,-1.89,0.05,,,-1.05,,,34.2%,52.4%,43.8%,61.5%,90.9%,80.0%,52.5%,17.6,1.1,0.0,-0.1,28 - 28,-1.3,0.0,0.1,37.5%,25.0%,37.5%,18.8%,62.5%,18.8%,27.3%,6.3%,,6.3%,31.3%,2.5%,,,,13.8%,40.0%,,86.7,,76.0,93.7,89.1,,,,93.4,83.3,,-8.8,,4.5,-4.2,2.0,,,,-9.9,5.7,,2.8,,-10.1,8.3,2.8,,,,3.7,-0.1,,-0.1,,0.0,-0.3,-0.3,,,,0.1,-0.6,,-1.05,,0.05,-1.23,-15.74,,,,0.93,-1.94,,30.8%,56.1%,43.8%,58.3%,91.3%,80.0%,51.3%,17.6,,96,51,103,85,70,30,107,135,43,147,0,93,72,151,112,123,58,93.6,24.4,2,12.5%,112.0,7,43.8%,16,23.8%,32.5%,.236,.363,.282,0.0
Jake Cronenworth,SDP,29,6,21,24,4,2,2,0,0,3,0,2,0,4,0,0,0,0,0,0,.190,6,6,5,1,88,30,58,0,0,0,8.3%,16.7%,0.50,.261,.286,.547,.095,.235,1.00,29.4%,35.3%,35.3%,16.7%,0.0%,0.0%,0.0%,.247,-1.5,1,-1.4,0.4,0.7,-0.4,0.0,0.0,$0.0,2.6,53,-0.16,-0.34,0.18,-1.80,-0.20,0.66,,0,-0.13,-0.11,53.4%,93.0,13.6%,85.3,6.8%,89.0,18.2%,82.0,8.0%,85.4,,,,,,,-0.1,-1.3,-0.4,0.6,0.1,,,-0.30,-10.53,-7.16,4.04,1.14,,,30.6%,64.1%,45.5%,80.0%,88.0%,85.0%,44.3%,62.5%,6.8%,0.5,31.8%,,8.0%,,,21.6%,12.5%,9.1%,9.1%,,8.0%,,,,93.1,,88.4,,,92.6,85.3,80.8,83.4,,85.5,,,-1.6,,0.9,,,-2.4,1.1,5.4,-0.5,,-9.7,,,10.5,,4.1,,,5.0,2.8,-4.3,-4.5,,7.2,,,-0.4,,-0.5,,,0.3,-1.2,-0.5,1.2,,0.1,,,-1.52,,-6.99,,,1.67,-11.13,-6.25,14.40,,1.14,,,27.5%,62.5%,46.6%,72.7%,90.0%,85.4%,54.5%,18.6,0.1,0.0,0.4,29 - 29,-0.9,0.1,0.1,41.2%,41.2%,17.6%,17.6%,52.9%,29.4%,25.0%,8.0%,,18.2%,31.8%,3.4%,,,,21.6%,17.0%,,86.2,,82.6,93.5,91.0,,,,93.2,86.3,,-8.8,,3.0,-0.1,0.8,,,,-3.8,1.6,,4.7,,-6.8,8.1,4.1,,,,3.4,0.6,,0.1,,0.1,-0.4,-0.3,,,,0.3,-1.4,,1.14,,0.93,-1.52,-10.30,,,,1.67,-9.36,,30.0%,60.4%,46.6%,75.0%,89.7%,85.4%,54.5%,18.6,,75,94,73,81,68,58,78,140,80,101,0,97,127,70,100,102,96,84.7,10.7,0,0.0%,103.2,7,38.9%,18,19.3%,26.1%,.191,.273,.257,-0.1
Marcus Semien,TEX,32,5,22,23,5,4,0,0,1,3,3,0,0,5,0,1,0,0,1,1,.227,6,11,1,0,87,27,60,2,0,0,0.0%,21.7%,0.00,.217,.364,.581,.136,.235,0.55,5.6%,33.3%,61.1%,0.0%,9.1%,33.3%,0.0%,.242,-1.5,1,-1.5,0.2,0.7,0.1,-0.3,0.0,($0.3),5.5,46,0.08,-0.32,0.40,0.32,0.03,0.82,,0,-0.05,0.15,46.5%,91.4,34.9%,86.1,5.8%,87.2,9.3%,77.8,3.5%,82.3,,,,,1.1%,,1.9,-1.2,-0.7,-0.1,-0.1,,,4.86,-4.14,-14.48,-1.38,-3.69,,,41.5%,75.8%,54.7%,54.5%,92.0%,74.5%,38.4%,52.2%,13.8%,0.1,38.4%,,8.1%,,,8.1%,32.6%,7.0%,2.3%,,3.5%,,,,90.2,,89.2,,,96.8,85.2,78.8,79.9,,82.4,,,-1.6,,1.0,,,2.6,-0.2,-0.7,2.4,,-3.4,,,9.3,,5.1,,,6.6,1.4,-3.2,-7.8,,4.3,,,0.7,,-1.0,,,0.2,-1.0,-0.2,0.0,,-0.1,,,2.20,,-13.61,,,2.71,-3.45,-3.91,0.74,,-3.69,,,37.5%,69.6%,54.7%,60.0%,81.3%,74.5%,53.5%,19.8,0.3,-0.3,0.2,32 - 32,-1.3,0.0,0.2,33.3%,38.9%,27.8%,11.1%,44.4%,44.4%,26.1%,3.5%,,7.0%,34.9%,9.3%,,,,9.3%,36.0%,,82.6,,77.1,89.8,91.0,,,,96.7,85.5,,-2.9,,0.0,-1.3,1.0,,,,1.3,-0.2,,3.0,,-7.2,8.4,4.7,,,,5.2,0.3,,-0.1,,-0.2,1.2,-0.8,,,,-0.2,-1.2,,-3.69,,-3.38,4.10,-10.06,,,,-2.62,-3.94,,35.0%,71.7%,54.7%,57.1%,81.8%,74.5%,53.5%,19.8,,92,0,99,67,89,85,80,30,77,160,74,83,112,112,67,87,137,87.3,18.6,0,0.0%,100.4,8,44.4%,18,14.9%,28.7%,.243,.297,.239,0.0
Triston Casas,BOS,23,5,15,18,2,1,0,0,1,1,5,2,0,6,0,1,0,0,0,0,.133,2,6,2,1,74,29,45,0,0,0,11.1%,33.3%,0.33,.222,.333,.556,.200,.111,0.33,20.0%,20.0%,60.0%,16.7%,16.7%,0.0%,0.0%,.239,-1.2,1,-1.3,0.3,0.6,-0.3,-0.6,-0.1,($0.5),0.1,38,-0.25,-0.58,0.33,-0.11,-0.01,1.56,1.28,1,-0.08,-0.08,39.2%,94.8,13.5%,88.2,10.8%,89.6,17.6%,79.1,18.9%,86.1,,,,,,,-1.8,1.5,0.0,-0.4,-0.2,,,-6.33,15.00,-0.49,-2.90,-1.49,,,32.6%,54.8%,41.9%,64.3%,82.4%,74.2%,41.9%,61.1%,10.8%,0.1,35.1%,,10.8%,,,4.1%,13.5%,17.6%,,,18.9%,,,,94.6,,89.6,,,95.4,88.0,79.1,,,86.0,,,-3.2,,0.6,,,2.7,2.0,5.1,,,-9.1,,,9.3,,5.9,,,5.5,1.4,-5.0,,,5.1,,,-1.7,,0.0,,,-0.2,1.5,-0.4,,,-0.2,,,-6.58,,-0.49,,,-5.16,15.06,-2.90,,,-1.49,,,22.9%,59.0%,41.9%,50.0%,82.6%,74.2%,52.7%,22.7,0.0,0.0,0.0,23 - 23,-1.2,0.0,0.1,40.0%,50.0%,10.0%,10.0%,70.0%,20.0%,50.0%,17.6%,,17.6%,35.1%,10.8%,,,,5.4%,13.5%,,86.2,,79.6,95.3,90.5,,,,95.0,88.5,,-7.8,,6.2,-2.4,2.1,,,,0.1,3.0,,3.4,,-6.6,7.8,4.2,,,,3.5,-0.1,,-0.2,,-0.4,-1.7,0.0,,,,-0.1,1.5,,-1.91,,-2.90,-6.58,-0.49,,,,-2.87,15.06,,21.9%,57.1%,41.9%,42.9%,83.3%,74.2%,56.8%,22.7,,54,125,152,69,82,124,38,108,46,157,135,99,143,40,60,138,62,90.0,22.5,0,0.0%,109.0,3,30.0%,10,18.9%,29.7%,.127,.243,.226,-0.1
Michael Conforto,SFG,30,4,18,19,3,2,0,0,1,1,1,1,0,9,0,0,0,0,0,0,.167,4,4,1,0,86,27,59,0,0,0,5.3%,47.4%,0.11,.211,.333,.544,.167,.250,1.00,11.1%,44.4%,44.4%,0.0%,25.0%,0.0%,0.0%,.236,-1.3,1,-1.3,0.1,0.6,-0.2,-0.7,-0.1,($0.5),0.1,43,-0.17,-0.31,0.14,-2.22,-0.24,0.76,,0,-0.11,-0.12,55.8%,94.3,16.3%,85.9,5.8%,91.6,4.7%,81.5,17.4%,87.3,,,,,,,0.4,-1.1,-0.3,0.0,-0.1,,,0.77,-7.96,-6.87,-0.59,-0.76,,,37.5%,65.8%,50.0%,77.8%,80.0%,79.1%,44.2%,73.7%,10.5%,0.1,43.0%,,5.8%,,,12.8%,16.3%,1.2%,3.5%,,17.4%,,,,93.5,,91.5,,,96.8,85.8,76.1,83.5,,87.4,,,-6.6,,1.0,,,-0.5,1.4,2.7,5.7,,-8.9,,,10.0,,3.8,,,6.1,2.1,-7.5,-7.3,,4.0,,,1.3,,-0.4,,,-0.9,-1.1,0.0,0.0,,-0.1,,,3.40,,-7.49,,,-8.34,-7.96,-4.42,0.68,,-0.76,,,34.1%,64.4%,50.0%,71.4%,82.8%,79.1%,52.3%,18.4,-0.1,0.0,-0.1,30 - 30,-1.2,0.1,0.2,66.7%,33.3%,0.0%,22.2%,55.6%,22.2%,57.9%,18.6%,,4.7%,41.9%,7.0%,,,,12.8%,15.1%,,87.7,,81.9,93.8,90.4,,,,96.8,86.0,,-8.2,,6.0,-5.7,1.1,,,,-0.2,2.1,,2.7,,-9.0,9.1,2.7,,,,4.9,0.7,,-0.2,,0.0,1.3,-0.3,,,,-0.9,-1.2,,-1.15,,-0.59,3.68,-5.53,,,,-8.34,-8.90,,31.7%,66.7%,50.0%,61.5%,86.7%,79.1%,52.3%,18.4,,66,59,208,65,80,101,83,53,101,127,178,157,103,0,126,107,73,93.0,13.6,1,11.1%,108.9,3,33.3%,9,18.6%,29.1%,.167,.255,.212,-0.1
Blake Sabol,SFG,25,4,10,13,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,.100,4,2,0,0,39,17,22,0,1,1,7.7%,23.1%,0.33,.308,.100,.408,.000,.143,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,0.0%,100.0%,.235,-0.9,1,-0.9,0.0,0.4,0.0,-0.6,-0.1,($0.5),0.1,42,-0.02,-0.11,0.09,-0.93,-0.10,0.66,,0,-0.14,0.11,53.8%,94.5,7.7%,85.0,7.7%,93.0,7.7%,80.3,23.1%,88.2,,,,,,,-0.9,0.1,0.2,0.4,-0.7,,,-4.07,4.37,7.45,13.20,-8.17,,,26.9%,76.9%,43.6%,57.1%,70.0%,64.7%,33.3%,46.2%,15.4%,-0.1,46.2%,,7.7%,,,7.7%,10.3%,5.1%,,,23.1%,,,,94.1,,93.1,,,96.2,84.4,78.8,,,88.2,,,-4.5,,1.1,,,4.5,4.9,2.4,,,-7.8,,,10.1,,5.4,,,5.6,1.4,-4.2,,,4.7,,,-1.2,,0.2,,,0.3,0.5,0.0,,,-0.7,,,-6.45,,7.45,,,9.19,13.22,-0.08,,,-8.17,,,20.0%,68.4%,43.6%,25.0%,76.9%,64.7%,48.7%,18.2,0.0,0.0,-0.1,25 - 25,-1.1,0.0,0.0,57.1%,0.0%,42.9%,0.0%,71.4%,28.6%,30.8%,23.1%,,2.6%,41.0%,7.7%,,,,12.8%,12.8%,,88.4,,79.0,94.4,93.1,,,,95.6,83.4,,-7.2,,3.5,-5.7,2.2,,,,6.6,5.5,,3.4,,-8.9,9.5,4.5,,,,4.8,-0.7,,-0.7,,0.0,-0.9,0.2,,,,0.0,0.5,,-8.17,,4.26,-5.49,7.45,,,,-0.15,9.69,,16.7%,66.7%,43.6%,33.3%,71.4%,64.7%,53.8%,18.2,0.0,40,87,102,95,24,0,47,0,151,95,0,135,0,169,0,138,93,86.8,5.5,0,0.0%,98.9,2,28.6%,7,12.8%,28.2%,.134,.269,.299,-0.1
Jeremy Pena,HOU,25,6,25,29,4,3,1,0,0,4,2,2,0,6,2,0,0,0,1,1,.160,12,4,3,0,109,41,68,0,0,0,6.9%,20.7%,0.33,.276,.200,.476,.040,.211,3.00,15.8%,63.2%,21.1%,0.0%,0.0%,0.0%,0.0%,.234,-2.1,1,-2.1,-0.7,0.9,0.3,-1.7,-0.2,($1.4),5.2,41,-0.34,-0.74,0.40,-1.80,-0.19,1.24,,0,-0.21,-0.07,50.5%,94.8,29.4%,84.1,2.8%,87.7,11.9%,83.6,5.5%,82.2,,,,,,,-2.3,0.0,0.0,-0.5,0.9,,,-4.19,-0.14,1.39,-3.65,14.36,,,36.6%,65.8%,46.8%,53.8%,84.0%,68.6%,34.9%,62.1%,14.7%,-0.2,39.4%,,2.8%,,,11.9%,29.4%,7.3%,4.6%,,4.6%,,,,94.5,,87.5,,,95.4,84.1,84.3,82.3,,80.3,,,-2.4,,0.2,,,-8.8,2.0,0.9,2.1,,-2.5,,,10.0,,2.1,,,6.2,1.2,-2.6,-10.4,,6.6,,,-2.0,,0.0,,,-0.3,0.0,0.0,-0.5,,0.8,,,-4.54,,1.39,,,-2.35,-0.14,0.14,-10.21,,16.38,,,35.5%,61.7%,46.8%,45.5%,86.2%,68.6%,43.1%,18.1,-0.4,-0.3,0.0,25 - 25,-2.2,0.0,0.1,52.6%,26.3%,21.1%,10.5%,63.2%,26.3%,27.6%,5.5%,,11.9%,37.6%,2.8%,,,,12.8%,29.4%,,82.1,,83.5,94.3,87.5,,,,96.1,84.1,,-3.2,,1.9,-2.0,1.2,,,,-8.2,2.3,,5.9,,-7.5,8.8,0.9,,,,4.8,-0.4,,0.9,,-0.5,-2.0,0.0,,,,-0.3,0.0,,14.36,,-3.84,-4.84,1.39,,,,-2.28,-0.14,,34.9%,63.0%,46.8%,45.5%,86.2%,68.6%,42.2%,18.1,,65,77,94,86,49,25,72,85,146,55,0,130,75,85,63,124,81,86.4,1.1,0,0.0%,107.7,6,31.6%,19,15.6%,30.3%,.211,.249,.293,-0.1
Manny Machado,SDP,30,6,20,22,5,5,0,0,0,0,3,1,0,5,0,1,0,1,0,0,.250,6,7,3,3,93,31,62,2,0,0,4.5%,22.7%,0.20,.273,.250,.523,.000,.313,0.86,18.8%,37.5%,43.8%,42.9%,0.0%,33.3%,0.0%,.234,-1.6,1,-1.5,-0.9,0.7,0.0,-1.9,-0.2,($1.5),0.1,44,0.02,-0.29,0.32,-0.75,-0.08,0.83,,0,-0.12,0.15,46.7%,92.7,32.6%,85.4,,,10.9%,82.0,9.8%,81.4,,,,,1.1%,,-0.9,-1.4,,0.6,0.1,,,-2.01,-4.68,,6.47,1.59,,,40.0%,61.9%,50.0%,60.0%,80.8%,71.7%,45.7%,54.5%,14.0%,-0.2,27.2%,,2.2%,,,19.6%,27.2%,6.5%,5.4%,,12.0%,,,,92.5,,83.8,,,92.8,85.0,82.8,82.6,,82.8,,,-1.8,,4.4,,,-1.8,2.4,8.1,-1.6,,3.4,,,10.5,,1.1,,,5.0,2.3,-2.3,-3.7,,5.7,,,0.2,,-0.1,,,-1.1,-1.1,1.0,-0.5,,0.2,,,0.96,,-5.65,,,-6.13,-4.44,16.30,-10.99,,1.80,,,37.8%,61.7%,50.0%,52.9%,82.8%,71.7%,51.1%,18.5,-0.9,0.0,-0.1,30 - 30,-1.8,0.1,-0.1,56.3%,25.0%,18.8%,25.0%,68.8%,6.3%,27.3%,9.8%,,10.9%,27.2%,,,,,19.6%,32.6%,,82.2,,82.6,92.8,,,,,93.7,85.8,,5.3,,4.8,-0.8,,,,,-2.5,2.5,,3.3,,-5.7,8.4,,,,,3.2,0.1,,0.1,,0.6,0.3,,,,,-1.1,-1.4,,1.59,,6.47,1.14,,,,,-6.38,-4.62,,35.6%,63.8%,50.0%,56.3%,80.0%,71.7%,51.1%,18.5,,99,51,100,84,60,0,104,89,85,125,0,133,77,74,142,133,20,87.5,23.0,0,0.0%,107.1,4,25.0%,16,16.1%,30.1%,.155,.214,.184,-0.1
George Springer,TOR,33,5,25,26,6,6,0,0,0,4,2,1,0,3,0,0,0,1,2,0,.240,10,8,4,3,92,26,66,0,0,0,3.8%,11.5%,0.33,.269,.240,.509,.000,.273,1.25,18.2%,45.5%,36.4%,37.5%,0.0%,0.0%,0.0%,.232,-1.9,1,-1.9,-0.9,0.8,-0.3,-1.4,-0.1,($1.1),6.9,40,0.15,-0.44,0.59,-1.04,-0.11,1.05,,0,-0.16,0.30,50.0%,94.7,20.7%,84.9,7.6%,88.3,7.6%,80.6,12.0%,83.5,2.2%,91.0,,,,,-1.8,-0.3,-0.2,0.4,-0.3,0.0,,-4.02,-1.62,-2.37,6.42,-2.40,-1.74,,26.7%,78.7%,53.3%,83.3%,83.8%,83.7%,51.1%,76.9%,8.7%,0.8,34.8%,,4.3%,1.1%,,15.2%,23.9%,8.7%,,,12.0%,,,,94.9,,87.0,91.0,,94.1,86.2,79.8,,,83.5,,,-0.5,,1.7,1.0,,-2.1,3.5,-1.4,,,7.2,,,9.5,,4.5,0.7,,5.8,1.3,-4.6,,,5.2,,,-2.1,,-0.1,0.1,,0.3,-0.6,0.5,,,-0.3,,,-6.62,,-1.38,5.00,,1.92,-2.61,6.63,,,-2.30,,,18.8%,71.7%,53.3%,83.3%,83.7%,83.7%,65.2%,18.9,-1.2,0.3,0.5,33 - 33,-1.0,0.0,0.0,18.2%,40.9%,40.9%,40.9%,40.9%,18.2%,15.4%,12.0%,,7.6%,35.9%,4.3%,1.1%,,,14.1%,25.0%,,83.5,,80.3,94.6,86.9,90.7,,,94.9,85.7,,6.6,,-1.2,0.3,1.1,1.0,,,-4.3,3.5,,3.8,,-6.8,8.3,4.0,0.1,,,4.7,0.0,,-0.3,,0.4,-2.1,-0.1,0.1,,,0.3,-0.5,,-2.30,,6.42,-6.47,-1.38,5.00,,,2.19,-2.14,,24.2%,69.5%,53.3%,75.0%,85.4%,83.7%,64.1%,18.9,,97,43,52,84,59,0,93,98,105,95,0,45,117,165,245,81,56,81.5,16.7,1,4.5%,103.6,5,22.7%,22,18.5%,27.2%,.281,.316,.261,-0.1
Yonathan Daza,COL,29,5,21,21,5,4,1,0,0,1,0,0,0,6,0,0,0,0,1,0,.238,6,4,4,0,73,24,49,1,1,1,0.0%,28.6%,0.00,.238,.286,.524,.048,.333,1.50,28.6%,42.9%,28.6%,0.0%,0.0%,16.7%,100.0%,.229,-1.6,1,-2.0,-1.3,0.7,0.1,-2.2,-0.2,($1.8),4.8,22,0.01,-0.26,0.27,-0.66,-0.08,0.81,,0,-0.15,0.16,57.5%,93.4,6.8%,83.0,4.1%,87.0,20.5%,76.9,11.0%,83.3,,,,,,,-1.2,-0.1,-0.3,0.4,-0.1,,,-2.88,-2.03,-11.09,2.46,-1.72,,,42.9%,79.2%,54.8%,61.9%,89.5%,75.0%,32.9%,52.4%,13.7%,0.4,26.0%,,4.1%,,,31.5%,6.8%,20.5%,,,11.0%,,,,92.9,,87.0,,,93.7,82.8,77.0,,,83.1,,,0.0,,0.0,,,-9.3,5.9,1.4,,,-2.2,,,11.1,,7.0,,,7.4,3.2,-6.1,,,5.4,,,-0.2,,-0.3,,,-1.0,-0.1,0.3,,,-0.1,,,-1.10,,-11.09,,,-4.48,-2.03,2.29,,,-1.72,,,41.0%,70.6%,54.8%,50.0%,91.7%,75.0%,46.6%,16.5,-1.3,0.2,0.1,29 - 29,-1.7,0.1,0.1,40.0%,20.0%,40.0%,13.3%,66.7%,20.0%,28.6%,11.0%,,20.5%,26.0%,4.1%,,,,31.5%,6.8%,,83.4,,77.4,93.2,87.7,,,,94.2,83.4,,-1.8,,1.8,0.3,0.7,,,,-8.7,6.7,,2.8,,-8.7,9.0,4.8,,,,5.3,1.0,,-0.1,,0.3,-0.2,-0.3,,,,-1.0,-0.1,,-1.72,,2.29,-1.10,-11.09,,,,-4.48,-2.03,,41.5%,71.9%,54.8%,52.9%,91.3%,75.0%,43.8%,16.5,,94,0,126,74,68,29,111,136,97,82,0,94,62,158,76,129,65,84.7,11.7,0,0.0%,98.7,3,20.0%,15,12.3%,26.0%,.232,.309,.237,-0.2
Alex Bregman,HOU,29,6,24,28,4,4,0,0,0,4,0,3,0,7,1,0,0,0,0,0,.167,6,8,3,0,94,33,61,0,0,0,10.7%,25.0%,0.43,.286,.167,.452,.000,.235,0.75,17.6%,35.3%,47.1%,0.0%,0.0%,0.0%,0.0%,.228,-2.2,1,-2.1,1.0,0.9,0.1,0.3,0.0,$0.2,2.6,37,-0.22,-0.60,0.38,-3.57,-0.38,1.33,,0,-0.27,0.11,52.1%,95.0,28.7%,83.8,4.3%,88.0,8.5%,78.6,4.3%,80.5,2.1%,83.5,,,,,-0.5,-1.3,-0.4,0.4,-0.1,-0.1,,-1.03,-4.87,-10.64,4.79,-3.00,-2.99,,26.9%,85.7%,53.2%,50.0%,88.9%,78.0%,44.7%,67.9%,11.7%,0.3,41.5%,,4.3%,2.1%,,10.6%,28.7%,6.4%,2.1%,,4.3%,,,,95.0,,88.1,83.5,,95.1,83.8,78.5,78.8,,80.5,,,-2.7,,0.4,8.9,,-4.8,4.4,2.2,2.8,,-8.5,,,10.5,,3.1,1.0,,5.0,1.5,-5.4,-9.8,,6.5,,,-0.9,,-0.4,-0.1,,0.4,-1.3,0.5,-0.1,,-0.1,,,-2.42,,-10.35,-2.99,,4.10,-4.87,8.11,-5.20,,-3.00,,,24.4%,79.6%,53.2%,54.5%,84.6%,78.0%,52.1%,18.6,1.1,-0.1,0.1,29 - 29,-1.8,0.0,0.3,35.3%,29.4%,35.3%,5.9%,64.7%,29.4%,35.7%,4.3%,,7.4%,42.6%,4.3%,2.1%,,,9.6%,29.8%,,80.5,,78.3,95.0,88.1,83.5,,,95.1,83.7,,-8.3,,2.1,-2.7,1.5,8.0,,,-4.2,4.9,,4.8,,-9.1,9.2,1.6,-0.9,,,3.4,-0.3,,-0.1,,0.3,-0.4,-0.4,-0.1,,,-0.1,-1.3,,-3.00,,4.86,-1.11,-10.35,-2.99,,,-1.02,-4.55,,23.4%,83.0%,53.2%,45.5%,87.2%,78.0%,50.0%,18.6,,67,120,114,89,41,0,80,95,82,123,0,87,84,143,35,127,91,91.4,21.4,0,0.0%,102.6,7,41.2%,17,11.7%,23.4%,.205,.293,.278,0.0
